2,-2,1.7,-1.7,1.7,-1.7,1.7,1.7,-1.7,-1.7,1.4,-1.4,1.4,-1.4,1.4,1.4,-0.6,-0.6,1.2,-1.2,1.2,-1.2,1.2,1.2,-1.2,-1.2,0,0,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.6,0.6,-0.6,-0.6,0,0,0,0,0.8,0.8,-0.8,-0.8,0,0,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.6,0.6,-0.6,-0.6,0,0,0,0,0.8,0.8,-0.8,-0.8
0,0,0,0,0,0,0.3,-0.3,0.3,-0.3,0,0,0,0,0.6,-0.6,1.4,-1.4,0,0,0,0,0.8,-0.8,0.8,-0.8,2,-2,1.7,-1.7,1.7,-1.7,1.7,-1.7,1.7,-1.7,1.4,-1.4,1.4,-1.4,1.4,-1.4,1.4,-1.4,1.2,-1.2,1.2,-1.2,1.2,-1.2,1.2,-1.2,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.6,0.6,-0.6,-0.6,0,0,0,0,0.8,0.8,-0.8,-0.8,0,0,0,0
0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.6,0.6,-0.6,-0.6,0,0,0,0,0.8,0.8,-0.8,-0.8,0,0,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.6,0.6,-0.6,-0.6,0,0,0,0,0.8,0.8,-0.8,-0.8,0,0,0,0,2,-2,1.7,-1.7,1.7,-1.7,1.7,-1.7,1.7,-1.7,1.4,-1.4,1.4,-1.4,1.4,-1.4,1.4,-1.4,1.2,-1.2,1.2,-1.2,1.2,-1.2,1.2,-1.2
