1,-1,0.85,-0.85,0.85,-0.85,0.85,0.85,-0.85,-0.85,0.7,-0.7,0.7,-0.7,0.7,0.7,-0.3,-0.3,0.6,-0.6,0.6,-0.6,0.6,0.6,-0.6,-0.6,0,0,0,0,0,0,0.15,0.15,-0.15,-0.15,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.4,0.4,-0.4,-0.4,0,0,0,0,0,0,0.15,0.15,-0.15,-0.15,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.4,0.4,-0.4,-0.4
0,0,0,0,0,0,0.15,-0.15,0.15,-0.15,0,0,0,0,0.3,-0.3,0.7,-0.7,0,0,0,0,0.4,-0.4,0.4,-0.4,1,-1,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.7,-0.7,0.7,-0.7,0.7,-0.7,0.7,-0.7,0.6,-0.6,0.6,-0.6,0.6,-0.6,0.6,-0.6,0,0,0.15,0.15,-0.15,-0.15,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.4,0.4,-0.4,-0.4,0,0,0,0
0,0,0.15,0.15,-0.15,-0.15,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.4,0.4,-0.4,-0.4,0,0,0,0,0,0,0.15,0.15,-0.15,-0.15,0,0,0,0,0.3,0.3,-0.3,-0.3,0,0,0,0,0.4,0.4,-0.4,-0.4,0,0,0,0,1,-1,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.7,-0.7,0.7,-0.7,0.7,-0.7,0.7,-0.7,0.6,-0.6,0.6,-0.6,0.6,-0.6,0.6,-0.6
